batch_id,priority_score,priority_reasons,record_id,qa_status,source_id,focus_agent_id,state,locale,resolution,path,reviewed_slot_1_agent,reviewed_slot_2_agent,reviewed_slot_3_agent,suggested_slot_1_agent,suggested_slot_2_agent,suggested_slot_3_agent,reviewed_unknown_flag,suggested_unknown_flag,suggested_confidence
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_043-cv_pool_043_001-precheck-000000,unlabeled,cv_pool_043,agent_lighter,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_043_cv_pool_043_001_precheck_f000000.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_023-cv_pool_023_001-precheck-000025,unlabeled,cv_pool_023,agent_miyabi,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_023_cv_pool_023_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_032-cv_pool_032_001-precheck-000025,unlabeled,cv_pool_032,agent_piper,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_032_cv_pool_032_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_052-cv_pool_052_001-precheck-000000,unlabeled,cv_pool_052,agent_qingyi,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_052_cv_pool_052_001_precheck_f000000.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_037-cv_pool_037_001-precheck-000000,unlabeled,cv_pool_037,agent_rina,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_037_cv_pool_037_001_precheck_f000000.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_045-cv_pool_045_001-precheck-000025,unlabeled,cv_pool_045,agent_seth,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_045_cv_pool_045_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_034-cv_pool_034_001-precheck-000000,unlabeled,cv_pool_034,agent_soldier_11,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_034_cv_pool_034_001_precheck_f000000.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_007-cv_pool_007_001-precheck-000000,unlabeled,cv_pool_007,agent_soukaku,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_007_cv_pool_007_001_precheck_f000000.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_026-cv_pool_026_001-precheck-000025,unlabeled,cv_pool_026,agent_sunna,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_026_cv_pool_026_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_020-cv_pool_020_001-precheck-000025,unlabeled,cv_pool_020,agent_yanagi,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_020_cv_pool_020_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_027-cv_pool_027_001-precheck-000025,unlabeled,cv_pool_027,agent_zhu_yuan,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_027_cv_pool_027_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_astra_yao_003-auto_agent_astra_yao_003_001-inrun-000000,unlabeled,auto_agent_astra_yao_003,agent_astra_yao,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_astra_yao_003_auto_agent_astra_yao_003_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_banyue_018-auto_agent_banyue_018_001-inrun-000000,unlabeled,auto_agent_banyue_018,agent_banyue,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_banyue_018_auto_agent_banyue_018_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_dialyn_017-auto_agent_dialyn_017_001-inrun-000000,unlabeled,auto_agent_dialyn_017,agent_dialyn,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_dialyn_017_auto_agent_dialyn_017_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_evelyn_004-auto_agent_evelyn_004_001-inrun-000000,unlabeled,auto_agent_evelyn_004,agent_evelyn,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_evelyn_004_auto_agent_evelyn_004_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_ju_fufu_010-auto_agent_ju_fufu_010_001-inrun-000000,unlabeled,auto_agent_ju_fufu_010,agent_ju_fufu,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_ju_fufu_010_auto_agent_ju_fufu_010_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_komano_manato_015-auto_agent_komano_manato_015_001-inrun-000000,unlabeled,auto_agent_komano_manato_015,agent_komano_manato,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_komano_manato_015_auto_agent_komano_manato_015_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_lucia_014-auto_agent_lucia_014_001-inrun-000000,unlabeled,auto_agent_lucia_014,agent_lucia,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_lucia_014_auto_agent_lucia_014_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_lucy_002-auto_agent_lucy_002_001-inrun-000000,unlabeled,auto_agent_lucy_002,agent_lucy,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_lucy_002_auto_agent_lucy_002_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_nekomiya_mana_001-auto_agent_nekomiya_mana_001_001-inrun-000000,unlabeled,auto_agent_nekomiya_mana_001,agent_nekomiya_mana,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_nekomiya_mana_001_auto_agent_nekomiya_mana_001_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_orphie_magus_013-auto_agent_orphie_magus_013_001-inrun-000000,unlabeled,auto_agent_orphie_magus_013,agent_orphie_magus,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_orphie_magus_013_auto_agent_orphie_magus_013_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_pan_yinhu_009-auto_agent_pan_yinhu_009_001-inrun-000000,unlabeled,auto_agent_pan_yinhu_009,agent_pan_yinhu,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_pan_yinhu_009_auto_agent_pan_yinhu_009_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_pulchra_006-auto_agent_pulchra_006_001-inrun-000000,unlabeled,auto_agent_pulchra_006,agent_pulchra,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_pulchra_006_auto_agent_pulchra_006_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_seed_012-auto_agent_seed_012_001-inrun-000000,unlabeled,auto_agent_seed_012,agent_seed,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_seed_012_auto_agent_seed_012_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_soldier_0_anby_005-auto_agent_soldier_0_anby_005_001-inrun-000000,unlabeled,auto_agent_soldier_0_anby_005,agent_soldier_0_anby,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_soldier_0_anby_005_auto_agent_soldier_0_anby_005_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_trigger_007-auto_agent_trigger_007_001-inrun-000000,unlabeled,auto_agent_trigger_007,agent_trigger,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_trigger_007_auto_agent_trigger_007_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_ye_shunguang_020-auto_agent_ye_shunguang_020_001-inrun-000000,unlabeled,auto_agent_ye_shunguang_020,agent_ye_shunguang,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_ye_shunguang_020_auto_agent_ye_shunguang_020_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_yidhari_016-auto_agent_yidhari_016_001-inrun-000000,unlabeled,auto_agent_yidhari_016,agent_yidhari,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_yidhari_016_auto_agent_yidhari_016_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_yixuan_008-auto_agent_yixuan_008_001-inrun-000000,unlabeled,auto_agent_yixuan_008,agent_yixuan,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_yixuan_008_auto_agent_yixuan_008_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_yuzuha_011-auto_agent_yuzuha_011_001-inrun-000000,unlabeled,auto_agent_yuzuha_011,agent_yuzuha,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_yuzuha_011_auto_agent_yuzuha_011_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,117,unlabeled;missing_reviewed_focus;no_agent_suggestion,frame-auto_agent_zhao_019-auto_agent_zhao_019_001-inrun-000000,unlabeled,auto_agent_zhao_019,agent_zhao,inrun,unknown,unknown,D:\IKA_DATA\cv\frames_inrun\auto_agent_zhao_019_auto_agent_zhao_019_001_inrun_f000000.jpg,,,,,,,,,
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_001-cv_recent_001_001-precheck-003762,needs_review,cv_recent_001,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_001_cv_recent_001_001_precheck_f003762.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.55; slot_2_agent:0.5255; slot_3_agent:0.2827
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_003-cv_recent_003_001-precheck-001197,needs_review,cv_recent_003,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_003_cv_recent_003_001_precheck_f001197.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.55; slot_2_agent:0.2795; slot_3_agent:0.5499
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_006-cv_recent_006_001-precheck-000019,needs_review,cv_recent_006,,precheck,EN,1440p,D:\IKA_DATA\cv\frames_precheck\cv_recent_006_cv_recent_006_001_precheck_f000019.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5499; slot_2_agent:0.5485; slot_3_agent:0.2381
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_007-cv_recent_007_001-precheck-000399,needs_review,cv_recent_007,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_007_cv_recent_007_001_precheck_f000399.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5499; slot_2_agent:0.2875; slot_3_agent:0.5482
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_009-cv_recent_009_001-precheck-000722,needs_review,cv_recent_009,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_009_cv_recent_009_001_precheck_f000722.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.285; slot_2_agent:0.518; slot_3_agent:0.4665
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_010-cv_recent_010_001-precheck-000000,needs_review,cv_recent_010,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_010_cv_recent_010_001_precheck_f000000.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5469; slot_2_agent:0.5374; slot_3_agent:0.2878
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_011-cv_recent_011_001-precheck-000380,needs_review,cv_recent_011,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_011_cv_recent_011_001_precheck_f000380.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5499; slot_2_agent:0.5494; slot_3_agent:0.2679
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_012-cv_recent_012_001-precheck-000190,needs_review,cv_recent_012,,precheck,EN,1440p,D:\IKA_DATA\cv\frames_precheck\cv_recent_012_cv_recent_012_001_precheck_f000190.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.5489; slot_2_agent:0.29; slot_3_agent:0.5498
cv-review-001,87,needs_review;no_agent_suggestion;unknown_flag;very_low_conf;precheck,frame-src_unknown-cv_pub_003_001-precheck-000760,needs_review,src_unknown,,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\src_unknown_cv_pub_003_001_precheck_f000760.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.2886; slot_2_agent:0.5499; slot_3_agent:0.5499
cv-review-001,83,needs_review;no_agent_suggestion;unknown_flag;very_low_conf,frame-cv_recent_004-cv_recent_004_001-inrun-001386,needs_review,cv_recent_004,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_004_cv_recent_004_001_inrun_f001386.jpg,,,,unknown,unknown,unknown,,true,slot_1_agent:0.55; slot_2_agent:0.5106; slot_3_agent:0.2787
cv-review-001,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_005-cv_recent_005_001-precheck-000076,needs_review,cv_recent_005,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_005_cv_recent_005_001_precheck_f000076.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5487; slot_2_agent:0.3751; slot_3_agent:0.55
cv-review-001,69,needs_review;no_agent_suggestion;very_low_conf;precheck,frame-cv_recent_008-cv_recent_008_001-precheck-000684,needs_review,cv_recent_008,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_008_cv_recent_008_001_precheck_f000684.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5046; slot_2_agent:0.548; slot_3_agent:0.3783
cv-review-001,65,needs_review;no_agent_suggestion;very_low_conf,frame-cv_recent_002-cv_recent_002_001-inrun-002871,needs_review,cv_recent_002,,inrun,JP,1080p,D:\IKA_DATA\cv\frames_inrun\cv_recent_002_cv_recent_002_001_inrun_f002871.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.5298; slot_2_agent:0.5498; slot_3_agent:0.3569
cv-review-001,65,needs_review;no_agent_suggestion;very_low_conf,live-session_1772677147-000000,needs_review,live_session_1772677147,,inrun,RU,1080p,D:\IKA_DATA\cv\raw\live\session_1772677147\session_1772677147_000000.jpg,,,,unknown,unknown,unknown,,false,slot_1_agent:0.4421; slot_2_agent:0.5499; slot_3_agent:0.55
cv-review-001,122,needs_review;missing_reviewed_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_009-cv_recent_009_001-precheck-002318,needs_review,cv_recent_009,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_009_cv_recent_009_001_precheck_f002318.jpg,,,,unknown,unknown,agent_anby,,true,slot_1_agent:0.2743; slot_2_agent:0.55; slot_3_agent:0.57
cv-review-001,122,needs_review;missing_reviewed_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_009-cv_recent_009_001-precheck-001482,needs_review,cv_recent_009,,precheck,JP,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_009_cv_recent_009_001_precheck_f001482.jpg,,,,unknown,agent_lycaon,unknown,,true,slot_1_agent:0.5499; slot_2_agent:0.6978; slot_3_agent:0.2694
cv-review-001,122,needs_review;missing_reviewed_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_001-cv_recent_001_001-precheck-002223,needs_review,cv_recent_001,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_001_cv_recent_001_001_precheck_f002223.jpg,,,,agent_nicole,agent_nicole,unknown,,true,slot_1_agent:0.4795; slot_2_agent:0.6485; slot_3_agent:0.2928
cv-review-001,122,needs_review;missing_reviewed_suggestion;unknown_flag;very_low_conf;precheck,frame-cv_recent_001-cv_recent_001_001-precheck-000627,needs_review,cv_recent_001,,precheck,EN,1080p,D:\IKA_DATA\cv\frames_precheck\cv_recent_001_cv_recent_001_001_precheck_f000627.jpg,,,,agent_vivian,unknown,unknown,,true,slot_1_agent:0.5388; slot_2_agent:0.2875; slot_3_agent:0.4908
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_008-cv_pool_008_001-precheck-000025,unlabeled,cv_pool_008,agent_alice,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_008_cv_pool_008_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_039-cv_pool_039_001-precheck-000050,unlabeled,cv_pool_039,agent_anton,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_039_cv_pool_039_001_precheck_f000050.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_005-cv_pool_005_001-precheck-000025,unlabeled,cv_pool_005,agent_aria,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_005_cv_pool_005_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_003-cv_pool_003_001-precheck-000075,unlabeled,cv_pool_003,agent_ben,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_003_cv_pool_003_001_precheck_f000075.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_012-cv_pool_012_001-precheck-000050,unlabeled,cv_pool_012,agent_billy,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_012_cv_pool_012_001_precheck_f000050.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_015-cv_pool_015_001-precheck-000025,unlabeled,cv_pool_015,agent_burnice,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_015_cv_pool_015_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_004-cv_pool_004_001-precheck-000025,unlabeled,cv_pool_004,agent_caesar,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_004_cv_pool_004_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_031-cv_pool_031_001-precheck-000025,unlabeled,cv_pool_031,agent_corin,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_031_cv_pool_031_001_precheck_f000025.jpg,,,,,,,,,
cv-review-001,121,unlabeled;missing_reviewed_focus;no_agent_suggestion;precheck,frame-cv_pool_014-cv_pool_014_001-precheck-000050,unlabeled,cv_pool_014,agent_ellen,precheck,unknown,unknown,D:\IKA_DATA\cv\frames_precheck\cv_pool_014_cv_pool_014_001_precheck_f000050.jpg,,,,,,,,,
